timestamp,close,high,low,trade_count,open,volume,vwap
2023-05-23 04:00:00+00:00,398.51,402.28,398.07,11175,401.35,1111986,400.12
2023-05-24 04:00:00+00:00,395.47,397.2,394.43,11157,396.85,1204304,395.52
2023-05-25 04:00:00+00:00,398.97,400.37,396.87,12651,399.09,1534315,398.59
2023-05-26 04:00:00+00:00,404.11,404.88,399.61,14236,399.66,1594225,403.47
2023-05-30 04:00:00+00:00,404.28,406.63,402.96,10500,406.1,1165756,404.68
2023-05-31 04:00:00+00:00,402.09,403.37,400.52,12847,402.48,1585308,401.93
2023-06-01 04:00:00+00:00,405.87,406.96,401.12,12564,402.42,1280781,404.82
2023-06-02 04:00:00+00:00,411.59,412.55,407.98,14856,408.56,1485046,411.11
2023-06-05 04:00:00+00:00,410.98,413.45,410.29,9298,412.06,1042292,411.92
2023-06-06 04:00:00+00:00,411.88,412.39,409.96,11370,410.57,1132909,411.4
2023-06-07 04:00:00+00:00,410.47,413.39,410.05,12433,412.29,1513065,411.21
2023-06-08 04:00:00+00:00,412.97,413.36,409.78,9324,410.47,959745,412.12
2023-06-09 04:00:00+00:00,413.76,415.69,412.7,8933,413.85,980638,414.14
2023-06-12 04:00:00+00:00,417.45,417.48,413.94,8910,414.66,872286,415.69
2023-06-13 04:00:00+00:00,420.19,420.82,418.28,12166,418.98,1434752,419.89
2023-06-14 04:00:00+00:00,420.64,422.46,417.29,9237,420.6,1154840,420.15
2023-06-15 04:00:00+00:00,425.89,427.13,419.82,13512,419.91,1762275,424.45
2023-06-16 04:00:00+00:00,424.27,427.97,423.98,10110,427.97,1108906,425.88
2023-06-20 04:00:00+00:00,422.3,423.38,420.17,11064,422.49,1191787,422.06
2023-06-21 04:00:00+00:00,419.99,422.04,419.53,8745,421.3,1178565,420.59
2023-06-22 04:00:00+00:00,421.65,421.7,418.83,8750,419.16,870482,420.43
2023-06-23 04:00:00+00:00,418.36,420.19,417.72,10825,418.17,1161180,418.71
2023-06-26 04:00:00+00:00,416.66,419.7,416.47,9720,417.86,1025359,417.87
2023-06-27 04:00:00+00:00,421.24,421.88,417.16,10174,417.62,1114166,420.25
2023-06-28 04:00:00+00:00,421.43,422.48,419.57,8053,420.23,934658,420.73
2023-06-29 04:00:00+00:00,423.17,423.29,420.74,8443,421.05,762559,422.36
2023-06-30 04:00:00+00:00,428.08,429.04,426.11,8831,426.36,1112022,428.08
2023-07-03 04:00:00+00:00,428.72,428.9,427.53,5051,427.81,370605,428.45
2023-07-05 04:00:00+00:00,428.0,428.71,426.81,7625,426.83,673063,428.15
2023-07-06 04:00:00+00:00,424.67,425.04,422.14,10275,424.38,1061407,423.66
2023-07-07 04:00:00+00:00,423.54,427.52,423.33,10432,423.64,1211901,425.56
2023-07-10 04:00:00+00:00,424.63,424.8,422.64,8434,423.22,906011,423.9
2023-07-11 04:00:00+00:00,427.38,427.81,424.44,9722,425.41,759246,426.12
2023-07-12 04:00:00+00:00,430.76,432.18,429.71,9239,431.17,1025074,431.0
2023-07-13 04:00:00+00:00,434.25,434.99,432.2,10976,432.59,1121925,433.58
2023-07-14 04:00:00+00:00,433.98,435.93,433.25,8850,435.21,827887,434.5
2023-07-17 04:00:00+00:00,435.46,436.48,433.79,7166,433.79,757125,435.2
2023-07-18 04:00:00+00:00,438.7,439.31,434.72,10919,435.14,1195584,437.67
2023-07-19 04:00:00+00:00,439.5,440.83,438.88,9248,439.67,911992,439.92
2023-07-20 04:00:00+00:00,436.81,439.53,436.04,10436,438.64,1078576,437.83
2023-07-21 04:00:00+00:00,436.75,438.62,436.73,9567,438.42,912338,437.59
2023-07-24 04:00:00+00:00,438.67,439.47,437.28,7914,437.89,745375,438.57
2023-07-25 04:00:00+00:00,439.8,441.11,438.41,9710,438.44,790450,439.91
2023-07-26 04:00:00+00:00,439.94,441.29,437.92,9096,438.97,916421,439.28
2023-07-27 04:00:00+00:00,437.04,443.74,436.15,12615,443.4,1436841,440.06
2023-07-28 04:00:00+00:00,441.3,442.14,439.57,12408,440.2,1279542,441.09
2023-07-31 04:00:00+00:00,442.17,442.46,440.49,9342,441.78,818144,441.42
2023-08-01 04:00:00+00:00,440.85,441.57,439.94,11207,440.73,1033910,440.8
2023-08-02 04:00:00+00:00,434.78,438.0,434.01,13400,437.77,1435967,435.73
2023-08-03 04:00:00+00:00,433.54,435.39,432.11,10522,432.81,982821,433.82
2023-08-04 04:00:00+00:00,431.53,437.41,431.04,14064,435.31,1653131,434.2
2023-08-07 04:00:00+00:00,435.28,435.46,432.7,9516,433.36,931786,434.23
2023-08-08 04:00:00+00:00,433.53,433.88,430.09,10254,432.72,977244,431.8
2023-08-09 04:00:00+00:00,430.51,433.81,429.76,10926,433.69,1094151,431.78
2023-08-10 04:00:00+00:00,430.65,436.24,429.54,11506,432.88,1315971,432.45
2023-08-11 04:00:00+00:00,430.14,431.41,428.3,9780,428.79,936311,430.02
2023-08-14 04:00:00+00:00,432.79,432.79,429.2,7897,429.6,790707,431.45
2023-08-15 04:00:00+00:00,427.8,431.35,427.21,10470,431.04,1083858,428.75
2023-08-16 04:00:00+00:00,424.6,429.0,424.52,10289,427.35,1044477,426.48
2023-08-17 04:00:00+00:00,421.36,426.3,420.86,11122,426.03,1138844,423.46
2023-08-18 04:00:00+00:00,421.48,422.6,418.27,10567,418.47,1189686,420.68
2023-08-21 04:00:00+00:00,424.31,425.07,420.46,10116,422.56,1178587,423.15
2023-08-22 04:00:00+00:00,423.14,426.05,422.65,7034,426.04,700106,423.9
2023-08-23 04:00:00+00:00,427.85,428.47,424.11,8727,424.24,931675,427.11
2023-08-24 04:00:00+00:00,421.99,429.99,421.93,11310,429.65,1448843,424.74
2023-08-25 04:00:00+00:00,424.95,426.18,420.15,10571,423.62,1182497,423.66
2023-08-28 04:00:00+00:00,427.65,428.23,425.81,8401,427.21,849212,426.98
2023-08-29 04:00:00+00:00,433.84,434.08,427.37,11948,427.58,1488379,432.32
2023-08-30 04:00:00+00:00,435.55,436.23,433.48,10163,434.15,1136740,435.33
2023-08-31 04:00:00+00:00,434.82,437.35,434.8,13603,436.22,1232403,436.04
2023-09-01 04:00:00+00:00,435.77,438.16,434.33,7458,437.69,802509,435.69
2023-09-05 04:00:00+00:00,433.91,435.64,433.84,11809,435.28,1242430,434.65
2023-09-06 04:00:00+00:00,430.99,433.17,428.66,13513,433.11,1609327,430.56
2023-09-07 04:00:00+00:00,429.68,430.3,427.63,11555,427.92,1269234,429.28
2023-09-08 04:00:00+00:00,430.36,431.83,429.34,10336,429.69,1079293,430.52
2023-09-11 04:00:00+00:00,433.22,433.44,431.25,11023,432.97,1062788,432.54
2023-09-12 04:00:00+00:00,430.77,433.14,430.17,11354,431.64,1282523,431.42
2023-09-13 04:00:00+00:00,431.21,432.39,429.87,9198,430.86,1021666,431.33
2023-09-14 04:00:00+00:00,435.01,435.65,432.42,11776,433.74,1294030,434.53
2023-09-15 04:00:00+00:00,429.67,433.66,429.39,16601,433.49,2127873,430.77
2023-09-18 04:00:00+00:00,429.99,431.28,428.96,9194,429.41,934550,430.16
2023-09-19 04:00:00+00:00,429.01,429.59,426.44,9669,429.16,1070394,428.15
2023-09-20 04:00:00+00:00,425.03,430.77,424.95,9653,430.32,1090190,428.24
2023-09-21 04:00:00+00:00,418.03,422.53,417.99,16036,422.31,1755895,420.3
2023-09-22 04:00:00+00:00,417.05,420.71,416.78,10779,419.18,1192890,418.76
2023-09-25 04:00:00+00:00,418.94,418.96,415.56,8558,415.93,838426,417.56
2023-09-26 04:00:00+00:00,412.74,416.59,411.96,13565,415.9,1533865,413.68
2023-09-27 04:00:00+00:00,412.82,414.46,409.32,12754,413.94,1627458,412.15
2023-09-28 04:00:00+00:00,415.33,417.01,411.8,12142,412.47,1218814,414.97
2023-09-29 04:00:00+00:00,414.16,418.54,412.84,13393,418.41,1853531,414.97
2023-10-02 04:00:00+00:00,414.22,415.4,411.43,11713,413.48,1136854,413.19
2023-10-03 04:00:00+00:00,408.71,413.51,407.28,11914,412.12,1419038,408.99
2023-10-04 04:00:00+00:00,411.64,412.32,407.63,11514,409.09,1386577,410.05
2023-10-05 04:00:00+00:00,411.26,412.29,408.25,8313,411.37,1030251,410.52
2023-10-06 04:00:00+00:00,416.23,417.85,407.66,12251,409.18,1659220,414.2
2023-10-09 04:00:00+00:00,418.95,419.55,413.91,8216,414.34,899989,417.02
2023-10-10 04:00:00+00:00,421.11,423.76,419.23,11512,419.7,1484259,421.72
2023-10-11 04:00:00+00:00,422.91,423.14,419.86,8299,422.28,871580,421.71
2023-10-12 04:00:00+00:00,420.34,423.87,417.98,9888,423.42,1368679,420.52
2023-10-13 04:00:00+00:00,418.35,422.97,416.68,11067,421.87,1607990,418.75
2023-10-16 04:00:00+00:00,422.63,423.67,420.23,11167,420.47,1328669,422.49
2023-10-17 04:00:00+00:00,422.7,424.65,419.18,9477,419.46,1203633,422.07
2023-10-18 04:00:00+00:00,417.01,421.73,415.89,10500,420.7,1357315,418.55
2023-10-19 04:00:00+00:00,413.31,419.51,412.65,11176,417.64,1559608,415.7
2023-10-20 04:00:00+00:00,408.29,413.36,408.13,13239,412.79,1939948,409.83
2023-10-23 04:00:00+00:00,407.59,411.4,404.97,12379,406.64,1325831,408.56
2023-10-24 04:00:00+00:00,410.53,411.74,407.8,9569,409.69,1114518,410.16
2023-10-25 04:00:00+00:00,404.78,408.93,404.2,13261,408.93,1306827,406.01
2023-10-26 04:00:00+00:00,399.91,404.46,399.05,14677,403.65,2260803,401.39
2023-10-27 04:00:00+00:00,398.13,401.82,396.65,14357,401.64,1810349,398.37
2023-10-30 04:00:00+00:00,402.86,403.85,399.59,12576,400.84,1450213,402.26
2023-10-31 04:00:00+00:00,405.32,405.63,401.47,11854,403.37,1403280,404.36
2023-11-01 04:00:00+00:00,409.66,410.46,405.8,12851,406.39,1521992,408.15
2023-11-02 04:00:00+00:00,417.44,417.66,413.48,13935,413.48,1370443,416.25
2023-11-03 04:00:00+00:00,421.35,422.87,419.79,12916,419.81,1452655,421.61
2023-11-06 05:00:00+00:00,422.29,422.73,420.37,11269,422.09,1260585,421.7
2023-11-07 05:00:00+00:00,423.45,424.12,421.15,12015,422.26,1139427,423.27
2023-11-08 05:00:00+00:00,423.98,424.62,421.52,8956,424.04,938576,423.45
2023-11-09 05:00:00+00:00,420.54,424.98,420.08,10247,424.9,1103998,422.13
2023-11-10 05:00:00+00:00,427.16,427.36,421.09,13075,422.58,1796559,425.31
2023-11-13 05:00:00+00:00,426.63,427.75,424.96,10945,425.7,1119503,426.61
2023-11-14 05:00:00+00:00,434.86,436.21,432.41,16730,432.62,2091007,434.98
2023-11-15 05:00:00+00:00,435.86,437.5,435.02,12462,436.43,1593220,436.27
2023-11-16 05:00:00+00:00,436.4,436.65,434.4,11304,435.41,1360772,435.74
2023-11-17 05:00:00+00:00,436.88,437.51,435.49,11727,436.38,1080958,436.65
2023-11-20 05:00:00+00:00,440.29,441.1,436.71,13164,436.77,1608190,439.56
2023-11-21 05:00:00+00:00,439.34,439.67,438.07,10378,439.29,1105748,439.05
2023-11-22 05:00:00+00:00,441.01,442.29,439.97,10451,441.0,1146131,441.1
2023-11-24 05:00:00+00:00,441.26,441.41,440.76,4648,441.08,425092,441.06
2023-11-27 05:00:00+00:00,440.54,441.48,440.12,10289,440.71,1009412,440.82
2023-11-28 05:00:00+00:00,440.88,442.23,439.56,10655,440.06,1065276,440.82
2023-11-29 05:00:00+00:00,440.68,444.21,440.24,11918,443.07,1583960,441.68
2023-11-30 05:00:00+00:00,442.25,442.7,439.44,12099,441.44,1601972,441.13
2023-12-01 05:00:00+00:00,444.87,445.49,441.16,15054,441.66,1728551,443.99
2023-12-04 05:00:00+00:00,442.55,442.88,440.42,14037,441.53,1613164,441.84
2023-12-05 05:00:00+00:00,442.54,443.5,440.89,12248,441.22,1533281,442.24
2023-12-06 05:00:00+00:00,440.75,444.71,440.39,12014,444.65,1492618,442.14
2023-12-07 05:00:00+00:00,444.12,444.77,442.28,12784,442.86,1573965,443.84
2023-12-08 05:00:00+00:00,446.0,446.55,443.17,11843,443.4,1645376,445.46
2023-12-11 05:00:00+00:00,447.75,447.95,445.34,16330,445.55,1726740,446.9
2023-12-12 05:00:00+00:00,449.92,449.92,446.44,15268,447.37,1549133,448.73
2023-12-13 05:00:00+00:00,456.07,456.24,449.85,17564,450.16,2119988,452.61
2023-12-14 05:00:00+00:00,457.51,459.15,454.85,18405,458.02,2630046,457.24
2023-12-15 05:00:00+00:00,456.76,458.03,455.87,18469,456.82,2678285,456.86
2023-12-18 05:00:00+00:00,459.35,460.25,458.17,14960,458.32,1626415,459.39
2023-12-19 05:00:00+00:00,462.04,462.17,459.8,12416,459.82,1262970,461.26
2023-12-20 05:00:00+00:00,455.5,463.12,455.29,16121,461.18,2056789,459.64
2023-12-21 05:00:00+00:00,460.0,460.28,456.28,13830,458.68,1759812,458.74
2023-12-22 05:00:00+00:00,460.96,462.62,459.07,13466,461.19,1441165,461.36
2023-12-26 05:00:00+00:00,462.87,463.74,461.28,9359,461.36,1050923,462.59
2023-12-27 05:00:00+00:00,463.78,463.86,462.21,9744,462.73,1045120,462.96
2023-12-28 05:00:00+00:00,463.92,464.7,463.48,8420,464.09,1105732,464.02
2023-12-29 05:00:00+00:00,462.61,464.21,460.65,24253,463.65,4791892,462.59
2024-01-02 05:00:00+00:00,459.98,460.93,457.87,13820,459.48,1982936,459.26
2024-01-03 05:00:00+00:00,456.18,458.53,455.61,12822,457.84,1590343,457.06
2024-01-04 05:00:00+00:00,454.8,458.32,454.52,12702,455.65,1800797,455.98
2024-01-05 05:00:00+00:00,455.31,457.79,453.95,10476,454.81,1412989,455.65
2024-01-08 05:00:00+00:00,461.8,462.0,455.81,13401,455.92,1804664,459.56
2024-01-09 05:00:00+00:00,461.14,462.16,458.73,9560,459.28,1027653,460.67
2024-01-10 05:00:00+00:00,463.74,464.63,461.16,11180,461.45,1072022,462.94
2024-01-11 05:00:00+00:00,463.59,465.25,459.6,9515,464.74,1203593,462.6
2024-01-12 05:00:00+00:00,463.86,465.74,462.49,10992,464.98,1035875,463.79
2024-01-16 05:00:00+00:00,462.11,463.81,460.38,12034,462.53,1880438,461.69
2024-01-17 05:00:00+00:00,459.61,460.1,457.27,12010,459.15,1228548,458.96
2024-01-18 05:00:00+00:00,463.72,464.22,459.76,11641,461.39,1253996,462.03
2024-01-19 05:00:00+00:00,469.54,469.74,464.16,11654,464.82,1259826,467.52
2024-01-22 05:00:00+00:00,470.48,472.2,469.87,10771,471.02,1009769,470.99
2024-01-23 05:00:00+00:00,471.81,472.09,469.95,8772,471.04,912754,471.07
2024-01-24 05:00:00+00:00,472.4,475.66,472.01,10679,474.72,1099865,473.97
2024-01-25 05:00:00+00:00,474.93,475.2,472.37,10308,474.4,1336392,474.12
2024-01-26 05:00:00+00:00,474.39,475.99,473.56,10134,474.46,966297,474.66
2024-01-29 05:00:00+00:00,478.07,478.23,474.1,10629,474.62,933376,475.89
2024-01-30 05:00:00+00:00,477.73,478.4,476.99,10725,477.51,856429,477.77
2024-01-31 05:00:00+00:00,470.0,475.96,470.0,13612,475.34,1912371,472.71
2024-02-01 05:00:00+00:00,476.1,476.1,470.82,12764,471.73,1648140,474.13
2024-02-02 05:00:00+00:00,481.03,482.73,476.21,11890,476.52,1267077,479.91
2024-02-05 05:00:00+00:00,479.34,480.86,477.17,11029,480.45,1002851,479.35
2024-02-06 05:00:00+00:00,480.74,481.05,478.88,7965,480.28,779463,479.78
2024-02-07 05:00:00+00:00,484.67,485.16,482.09,11049,482.96,1233471,484.15
2024-02-08 05:00:00+00:00,485.1,485.31,483.97,9408,484.8,860289,484.67
2024-02-09 05:00:00+00:00,487.65,488.19,485.16,11752,485.47,1113952,486.92
2024-02-12 05:00:00+00:00,487.55,489.98,486.82,10162,487.78,965643,488.28
2024-02-13 05:00:00+00:00,480.9,482.55,477.55,18604,481.07,2319364,479.84
2024-02-14 05:00:00+00:00,485.24,485.68,481.16,11849,483.45,1543742,483.67
2024-02-15 05:00:00+00:00,488.5,488.72,485.42,11695,485.91,1003136,487.35
2024-02-16 05:00:00+00:00,486.17,489.36,485.59,10356,488.26,1077734,487.54
2024-02-20 05:00:00+00:00,483.42,484.99,481.23,12279,484.38,1354728,482.84
2024-02-21 05:00:00+00:00,483.9,484.03,480.33,8690,482.07,879558,482.03
2024-02-22 05:00:00+00:00,493.87,494.84,489.53,15324,490.5,1707191,493.09
2024-02-23 05:00:00+00:00,494.2,496.42,493.5,11848,495.6,1162330,494.93
2024-02-26 05:00:00+00:00,492.29,495.08,492.29,9768,494.65,871019,493.54
2024-02-27 05:00:00+00:00,493.35,493.54,491.32,9674,493.11,661238,492.51
2024-02-28 05:00:00+00:00,492.55,493.26,491.43,10265,491.8,1070216,492.37
2024-02-29 05:00:00+00:00,494.52,496.07,491.85,10485,494.44,1115835,494.38
2024-03-01 05:00:00+00:00,499.17,499.5,494.96,13950,495.32,1239371,497.95
2024-03-04 05:00:00+00:00,498.6,500.38,498.26,10602,498.45,1196469,498.99
2024-03-05 05:00:00+00:00,493.52,497.0,491.37,11822,496.54,1569486,493.26
2024-03-06 05:00:00+00:00,496.06,498.31,494.83,9433,496.94,815242,496.56
2024-03-07 05:00:00+00:00,501.3,502.02,498.53,8943,499.37,757973,500.81
2024-03-08 05:00:00+00:00,497.99,504.28,497.42,9180,501.68,1006823,500.21
2024-03-11 04:00:00+00:00,497.54,498.1,494.89,8206,496.7,700316,496.82
2024-03-12 04:00:00+00:00,502.91,503.49,497.16,10154,499.66,1093781,501.55
2024-03-13 04:00:00+00:00,502.13,503.38,500.72,8836,503.17,703671,502.4
2024-03-14 04:00:00+00:00,501.05,503.25,498.09,12165,503.09,1294366,500.12
2024-03-15 04:00:00+00:00,497.69,499.49,496.27,11648,497.93,943977,497.65
2024-03-18 04:00:00+00:00,500.69,503.16,500.25,9890,501.04,933941,501.61
2024-03-19 04:00:00+00:00,503.51,503.7,498.99,9337,499.96,698881,501.72
2024-03-20 04:00:00+00:00,508.13,508.17,502.87,11155,503.49,986352,505.48
2024-03-21 04:00:00+00:00,509.65,511.62,509.52,12586,511.03,817329,510.68
2024-03-22 04:00:00+00:00,508.99,510.15,508.58,11258,509.71,736691,509.41
2024-03-25 04:00:00+00:00,507.51,508.53,507.26,9539,507.41,719998,508.0
2024-03-26 04:00:00+00:00,506.37,509.15,506.11,9308,508.74,856545,507.92
2024-03-27 04:00:00+00:00,510.63,510.66,507.12,9527,509.3,872582,508.56
2024-03-28 04:00:00+00:00,510.68,512.11,510.34,9999,510.79,1017125,511.16
2024-04-01 04:00:00+00:00,509.78,511.89,508.6,8874,511.24,714088,510.01
2024-04-02 04:00:00+00:00,506.55,506.61,504.22,9657,505.8,815648,505.57
2024-04-03 04:00:00+00:00,507.17,508.53,505.35,8370,505.38,634103,507.43
2024-04-04 04:00:00+00:00,500.91,511.38,500.55,11181,511.17,1038338,505.55
2024-04-05 04:00:00+00:00,506.2,508.02,501.81,7526,501.83,854635,505.65
2024-04-08 04:00:00+00:00,506.3,507.76,505.62,6562,506.88,475966,506.62
2024-04-09 04:00:00+00:00,506.98,508.28,502.11,7052,508.16,689958,504.72
2024-04-10 04:00:00+00:00,501.96,503.85,499.9,10302,501.21,900552,501.74
2024-04-11 04:00:00+00:00,505.72,507.11,499.94,8339,503.41,769777,504.39
2024-04-12 04:00:00+00:00,498.72,503.47,497.04,11492,502.14,1054092,499.29
2024-04-15 04:00:00+00:00,492.51,503.03,491.61,11968,502.95,1127351,496.64
2024-04-16 04:00:00+00:00,491.43,494.43,490.3,10975,492.79,880401,492.24
2024-04-17 04:00:00+00:00,488.61,494.15,487.24,9993,494.03,833510,490.06
2024-04-18 04:00:00+00:00,487.53,492.1,486.7,8605,489.9,745224,488.94
2024-04-19 04:00:00+00:00,483.4,488.54,482.11,9533,487.55,1039006,485.15
2024-04-22 04:00:00+00:00,487.65,490.4,483.66,10252,486.0,809102,487.01
2024-04-23 04:00:00+00:00,493.47,494.0,489.32,8686,489.91,725640,492.58
2024-04-24 04:00:00+00:00,493.62,495.26,491.16,6557,494.48,547706,493.35
2024-04-25 04:00:00+00:00,491.54,492.25,485.7,9130,487.22,904077,488.79
2024-04-26 04:00:00+00:00,496.1,497.74,493.71,7806,494.37,585586,496.41
2024-04-29 04:00:00+00:00,497.93,498.58,495.26,5652,498.11,452174,497.33
2024-04-30 04:00:00+00:00,490.3,497.39,490.12,9620,496.23,745133,493.79
2024-05-01 04:00:00+00:00,488.21,496.07,487.99,8768,489.45,955301,490.38
2024-05-02 04:00:00+00:00,493.01,493.82,487.71,6128,492.15,523585,491.64
2024-05-03 04:00:00+00:00,499.08,500.34,496.49,8714,498.99,753740,498.75
2024-05-06 04:00:00+00:00,504.24,504.29,501.08,11145,501.55,821251,502.56
2024-05-07 04:00:00+00:00,504.94,506.22,504.18,9188,505.23,860251,505.25
2024-05-08 04:00:00+00:00,504.89,505.37,503.06,5166,503.35,446623,504.72
2024-05-09 04:00:00+00:00,507.78,507.81,504.42,7214,505.12,795874,506.79
2024-05-10 04:00:00+00:00,508.41,510.18,507.3,8472,509.38,696594,508.61
2024-05-13 04:00:00+00:00,508.53,510.17,507.4,6999,510.17,565826,508.7
2024-05-14 04:00:00+00:00,510.82,511.36,508.22,6851,508.78,714836,509.85
2024-05-15 04:00:00+00:00,517.19,517.45,512.72,8491,513.25,869966,515.87
2024-05-16 04:00:00+00:00,516.24,518.79,515.97,6727,517.27,672098,517.32
2024-05-17 04:00:00+00:00,516.91,516.91,514.84,5921,516.34,668182,516.38
2024-05-20 04:00:00+00:00,517.43,518.91,516.57,6462,516.95,722515,517.65
2024-05-21 04:00:00+00:00,518.69,518.85,516.55,6538,516.71,634889,517.92
2024-05-22 04:00:00+00:00,517.19,518.69,515.04,5143,518.08,540069,517.16
